symbol,date,sec_mda_sentiment,sec_risk_sentiment,sec_combined_sentiment,data_source
GOOGL,2025-02-05,0.9167342782020569,0.8907809257507324,0.9037576019763947,sec
MSFT,2025-01-29,0.8639886975288391,0.8946146368980408,0.8793016672134399,sec
MSFT,2025-04-30,0.8676279187202454,0.8946146368980408,0.8811212778091431,sec
MSFT,2025-07-30,0.9187127947807312,0.8928912281990051,0.9058020114898682,sec
