Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Returns,Volatility_30d,MA_50,MA_200,RSI,PE_Ratio,Debt_to_Equity,ROE,Market_Cap,Beta,Symbol,Price_Change_1d,Price_Change_5d,Price_Change_20d,Volume_MA_20,Volume_Ratio,High_Low_Ratio,Close_to_High,MA_Cross,Volatility_5d,Volatility_10d,Volatility_20d,MA_5,MA_10,MA_20,MA_100,MACD,BB_Upper,BB_Lower,BB_Position,Close_Normalized,Volume_Normalized,PE_Ratio_zscore,Debt_to_Equity_zscore,ROE_zscore,Beta_zscore,Market_Volatility,Market_Return,Market_Trend,year,month,quarter,day_of_year,week_of_year,day_of_week,is_month_end,is_quarter_end,market_cap_decile,Returns_lag_1,Returns_lag_3,Returns_lag_7,Returns_lag_14,Volatility_20d_lag_1,Volatility_20d_lag_3,Volatility_20d_lag_7,Volatility_20d_lag_14,Volume_Ratio_lag_1,Volume_Ratio_lag_3,Volume_Ratio_lag_7,Volume_Ratio_lag_14,RSI_lag_1,RSI_lag_3,RSI_lag_7,RSI_lag_14,PE_Ratio_lag_1,PE_Ratio_lag_3,PE_Ratio_lag_7,PE_Ratio_lag_14,Returns_rolling_mean_7,Returns_rolling_mean_14,Returns_rolling_mean_30,Volatility_20d_rolling_mean_7,Volatility_20d_rolling_mean_14,Volatility_20d_rolling_mean_30,Volume_Ratio_rolling_mean_7,Volume_Ratio_rolling_mean_14,Volume_Ratio_rolling_mean_30,RSI_rolling_mean_7,RSI_rolling_mean_14,RSI_rolling_mean_30,PE_Ratio_rolling_mean_7,PE_Ratio_rolling_mean_14,PE_Ratio_rolling_mean_30,market_return_ma200,bull_market,high_volatility_regime,crisis_period,Risk_Label
2021-01-04 00:00:00-05:00,130.10134836082602,130.18904042592823,123.51442981152032,126.0965805053711,143301900,0.0,0.0,0.0123635845718932,0.3173506145075221,126.6406478881836,132.5221244430542,64.87072607514523,38.485584,154.486,1.49814,3763819511808,1.109,AAPL,0.0123635845718932,-0.0033228396565747,0.0431188648944007,117325090.0,0.9055164585852864,1.054039116114556,0.968565250138044,0,0.4394052395947562,0.3247543700809179,0.366232786562535,126.66952514648438,126.1560203552246,129.68430519104004,125.71046966552734,0.0,140.02058190894678,119.3480284731333,0.5493951503997269,0.1513503558809258,0.69582529098331,-0.9993357687742692,0.9993357687742692,0.9993357687742692,0.0,0.005756537664351,0.0071307457568061,0.0,2021,1,1,4,1,0,0,0,0,0.0123635845718932,0.0123635845718932,0.0123635845718932,0.0123635845718932,0.366232786562535,0.366232786562535,0.366232786562535,0.366232786562535,0.9055164585852864,0.9055164585852864,0.9055164585852864,0.9055164585852864,64.87072607514523,64.87072607514523,64.87072607514523,64.87072607514523,38.485584,38.485584,38.485584,38.485584,0.0123635845718932,0.0123635845718932,0.0123635845718932,0.366232786562535,0.366232786562535,0.366232786562535,0.9055164585852864,0.9055164585852864,0.9055164585852864,64.87072607514523,64.87072607514523,64.87072607514523,38.485584,38.485584,38.485584,0.00178355370049,0,0,0,1
2021-01-05 00:00:00-05:00,125.5898719394662,128.36690586965622,125.14164333709634,127.65558624267578,97664900,0.0,0.0,0.0123635845718932,0.3173506145075221,126.6406478881836,132.5221244430542,64.87072607514523,38.485584,154.486,1.49814,3763819511808,1.109,AAPL,0.0123635845718932,-0.0033228396565747,0.0431188648944007,117325090.0,0.9055164585852864,1.0257728957887498,0.994458699287317,0,0.4394052395947562,0.3247543700809179,0.366232786562535,126.66952514648438,126.1560203552246,129.68430519104004,125.71046966552734,0.0349776928241283,140.02058190894678,119.3480284731333,0.5493951503997269,0.1701569712092441,0.4295408450244012,-0.9993357687742692,0.9993357687742692,0.9993357687742692,0.0,0.005756537664351,0.0071307457568061,0.0,2021,1,1,5,1,1,0,0,0,0.0123635845718932,0.0123635845718932,0.0123635845718932,0.0123635845718932,0.366232786562535,0.366232786562535,0.366232786562535,0.366232786562535,0.9055164585852864,0.9055164585852864,0.9055164585852864,0.9055164585852864,64.87072607514523,64.87072607514523,64.87072607514523,64.87072607514523,38.485584,38.485584,38.485584,38.485584,0.0123635845718932,0.0123635845718932,0.0123635845718932,0.366232786562535,0.366232786562535,0.366232786562535,0.9055164585852864,0.9055164585852864,0.9055164585852864,64.87072607514523,64.87072607514523,64.87072607514523,38.485584,38.485584,38.485584,0.00178355370049,0,0,0,1
2021-01-06 00:00:00-05:00,124.44985429829092,127.69459465788168,123.14415983466812,123.35852813720705,155088000,0.0,0.0,-0.0336613401100986,0.3173506145075221,126.6406478881836,132.5221244430542,64.87072607514523,38.485584,154.486,1.49814,3763819511808,1.109,AAPL,-0.0336613401100986,-0.0033228396565747,0.0431188648944007,117325090.0,0.9055164585852864,1.0369520960581722,0.9660434607095796,0,0.4394052395947562,0.3247543700809179,0.366232786562535,126.66952514648438,126.1560203552246,129.68430519104004,125.71046966552734,-0.0886829914589952,140.02058190894678,119.3480284731333,0.5493951503997269,0.1183206521378993,0.7645952607121769,-0.9993357687742692,0.9993357687742692,0.9993357687742692,0.0,0.0121375231414421,-0.0231527695035469,0.0,2021,1,1,6,1,2,0,0,0,0.0123635845718932,0.0123635845718932,0.0123635845718932,0.0123635845718932,0.366232786562535,0.366232786562535,0.366232786562535,0.366232786562535,0.9055164585852864,0.9055164585852864,0.9055164585852864,0.9055164585852864,64.87072607514523,64.87072607514523,64.87072607514523,64.87072607514523,38.485584,38.485584,38.485584,38.485584,-0.0106488777691027,-0.0106488777691027,-0.0106488777691027,0.366232786562535,0.366232786562535,0.366232786562535,0.9055164585852864,0.9055164585852864,0.9055164585852864,64.87072607514523,64.87072607514523,64.87072607514523,38.485584,38.485584,38.485584,0.00178355370049,0,1,0,1
2021-01-07 00:00:00-05:00,125.07348804043062,128.25976755366722,124.58628997465584,127.56793975830078,109578200,0.0,0.0,0.0341233936936389,0.3173506145075221,126.6406478881836,132.5221244430542,64.87072607514523,38.485584,154.486,1.49814,3763819511808,1.109,AAPL,0.0341233936936389,-0.0033228396565747,0.0431188648944007,117325090.0,0.9055164585852864,1.0294854079028974,0.994606042030468,0,0.4394052395947562,0.3247543700809179,0.366232786562535,126.66952514648438,126.1560203552246,129.68430519104004,125.71046966552734,0.0092263033931061,140.02058190894678,119.3480284731333,0.5493951503997269,0.1690996731653191,0.4990530059912104,-0.9993357687742692,0.9993357687742692,0.9993357687742692,0.0,0.0029496760444673,0.0308163712781754,0.0,2021,1,1,7,1,3,0,0,0,-0.0336613401100986,0.0123635845718932,0.0123635845718932,0.0123635845718932,0.366232786562535,0.366232786562535,0.366232786562535,0.366232786562535,0.9055164585852864,0.9055164585852864,0.9055164585852864,0.9055164585852864,64.87072607514523,64.87072607514523,64.87072607514523,64.87072607514523,38.485584,38.485584,38.485584,38.485584,0.0042752127184778,0.0042752127184778,0.0042752127184778,0.366232786562535,0.366232786562535,0.366232786562535,0.9055164585852864,0.9055164585852864,0.9055164585852864,64.87072607514523,64.87072607514523,64.87072607514523,38.485584,38.485584,38.485584,0.00178355370049,0,0,0,0
2021-01-08 00:00:00-05:00,129.0392514479538,129.23414253685505,126.89558328296364,128.6689910888672,105158200,0.0,0.0,0.0086310975363601,0.3173506145075221,126.6406478881836,132.5221244430542,64.87072607514523,38.485584,154.486,1.49814,3763819511808,1.109,AAPL,0.0086310975363601,-0.0033228396565747,0.0431188648944007,117325090.0,0.9055164585852864,1.018429004330881,0.9956269184219124,0,0.4394052395947562,0.3247543700809179,0.366232786562535,126.66952514648438,126.1560203552246,129.68430519104004,125.71046966552734,0.1060478792389716,140.02058190894678,119.3480284731333,0.5493951503997269,0.18238188780713,0.4732630274400703,-0.9993357687742692,0.9993357687742692,0.9993357687742692,0.0,0.00362248228215,0.0093208911042406,0.0,2021,1,1,8,1,4,0,0,0,0.0341233936936389,0.0123635845718932,0.0123635845718932,0.0123635845718932,0.366232786562535,0.366232786562535,0.366232786562535,0.366232786562535,0.9055164585852864,0.9055164585852864,0.9055164585852864,0.9055164585852864,64.87072607514523,64.87072607514523,64.87072607514523,64.87072607514523,38.485584,38.485584,38.485584,38.485584,0.0053641839229484,0.0053641839229484,0.0053641839229484,0.366232786562535,0.366232786562535,0.366232786562535,0.9055164585852864,0.9055164585852864,0.9055164585852864,64.87072607514523,64.87072607514523,64.87072607514523,38.485584,38.485584,38.485584,0.00178355370049,0,0,0,0
2021-01-11 00:00:00-05:00,125.88221147258122,126.83711531254554,125.2098759078761,125.67758178710938,100384500,0.0,0.0,-0.0232488750898166,0.3173506145075221,126.6406478881836,132.5221244430542,64.87072607514523,38.485584,154.486,1.49814,3763819511808,1.109,AAPL,-0.0232488750898166,-0.0033228396565747,0.0431188648944007,117325090.0,0.9055164585852864,1.0129960946999634,0.9908580897430622,0,0.4394052395947562,0.3247543700809179,0.366232786562535,126.58572540283204,126.1560203552246,129.68430519104004,125.71046966552734,0.0343430160439481,140.02058190894678,119.3480284731333,0.5493951503997269,0.1462958858883843,0.4454092671211616,-0.9993357687742692,0.9993357687742692,0.9993357687742692,0.0,0.0077823169766867,-0.0186843304842451,0.0,2021,1,1,11,2,0,0,0,0,0.0086310975363601,-0.0336613401100986,0.0123635845718932,0.0123635845718932,0.366232786562535,0.366232786562535,0.366232786562535,0.366232786562535,0.9055164585852864,0.9055164585852864,0.9055164585852864,0.9055164585852864,64.87072607514523,64.87072607514523,64.87072607514523,64.87072607514523,38.485584,38.485584,38.485584,38.485584,-0.0003584278796046,-0.0003584278796046,-0.0003584278796046,0.366232786562535,0.366232786562535,0.366232786562535,0.9055164585852864,0.9055164585852864,0.9055164585852864,64.87072607514523,64.87072607514523,64.87072607514523,38.485584,38.485584,38.485584,0.00178355370049,0,0,0,0
2021-01-12 00:00:00-05:00,125.2098831281038,126.36941672040446,123.6118743194809,125.50220489501952,91951100,0.0,0.0,-0.0013954508799104,0.3173506145075221,126.6406478881836,132.5221244430542,64.87072607514523,38.485584,154.486,1.49814,3763819511808,1.109,AAPL,-0.0013954508799104,-0.0168686808861041,0.0431188648944007,117325090.0,0.9055164585852864,1.0223080704511975,0.9931374865225212,0,0.4249269015624993,0.3247543700809179,0.366232786562535,126.15504913330078,126.1560203552246,129.68430519104004,125.71046966552734,-0.0201784265047564,140.02058190894678,119.3480284731333,0.5493951503997269,0.1441802774155689,0.3962017546521154,-0.9993357687742692,0.9993357687742692,0.9993357687742692,0.0,0.0057156287296945,-0.0079683323603836,0.0,2021,1,1,12,2,1,0,0,0,-0.0232488750898166,0.0341233936936389,0.0123635845718932,0.0123635845718932,0.366232786562535,0.366232786562535,0.366232786562535,0.366232786562535,0.9055164585852864,0.9055164585852864,0.9055164585852864,0.9055164585852864,64.87072607514523,64.87072607514523,64.87072607514523,64.87072607514523,38.485584,38.485584,38.485584,38.485584,-0.0005312650463222,-0.0005312650463222,-0.0005312650463222,0.366232786562535,0.366232786562535,0.366232786562535,0.9055164585852864,0.9055164585852864,0.9055164585852864,64.87072607514523,64.87072607514523,64.87072607514523,38.485584,38.485584,38.485584,0.00178355370049,0,0,0,1
2021-01-13 00:00:00-05:00,125.46322047371515,128.08434802714223,125.20014426532036,127.53868865966795,88636800,0.0,0.0,0.0162266771834957,0.3173506145075221,126.6406478881836,132.5221244430542,64.87072607514523,38.485584,154.486,1.49814,3763819511808,1.109,AAPL,0.0162266771834957,0.0338862710635741,0.0431188648944007,117325090.0,0.9055164585852864,1.0230367447158029,0.9957398435025128,0,0.3375769824734139,0.3247543700809179,0.366232786562535,126.99108123779295,126.1560203552246,129.68430519104004,125.71046966552734,0.0404424927804285,140.02058190894678,119.3480284731333,0.5493951503997269,0.1687468109873588,0.3768633551245037,-0.9993357687742692,0.9993357687742692,0.9993357687742692,0.0,0.0058606573943496,0.0094797246562958,0.0,2021,1,1,13,2,2,0,0,0,-0.0013954508799104,0.0086310975363601,0.0123635845718932,0.0123635845718932,0.366232786562535,0.366232786562535,0.366232786562535,0.366232786562535,0.9055164585852864,0.9055164585852864,0.9055164585852864,0.9055164585852864,64.87072607514523,64.87072607514523,64.87072607514523,64.87072607514523,38.485584,38.485584,38.485584,38.485584,0.0018627267007946,0.0018627267007946,0.0018627267007946,0.366232786562535,0.366232786562535,0.366232786562535,0.9055164585852864,0.9055164585852864,0.9055164585852864,64.87072607514523,64.87072607514523,64.87072607514523,38.485584,38.485584,38.485584,0.00178355370049,0,0,0,1
2021-01-14 00:00:00-05:00,127.45099807958694,127.6458743033761,125.46322193987008,125.60939025878906,90221800,0.0,0.0,-0.0151271619706484,0.3173506145075221,126.6406478881836,132.5221244430542,64.87072607514523,38.485584,154.486,1.49814,3763819511808,1.109,AAPL,-0.0151271619706484,-0.0153529915370783,0.0431188648944007,117325090.0,0.9055164585852864,1.0173967504560986,0.984045829481751,0,0.2589790627581923,0.3247543700809179,0.366232786562535,126.59937133789064,126.1560203552246,129.68430519104004,125.71046966552734,-0.0139135266803123,140.02058190894678,119.3480284731333,0.5493951503997269,0.1454732770864517,0.3861115714149012,-0.9993357687742692,0.9993357687742692,0.9993357687742692,0.0,0.0034027434311999,-0.0132732077827746,0.0,2021,1,1,14,2,3,0,0,0,0.0162266771834957,-0.0232488750898166,0.0123635845718932,0.0123635845718932,0.366232786562535,0.366232786562535,0.366232786562535,0.366232786562535,0.9055164585852864,0.9055164585852864,0.9055164585852864,0.9055164585852864,64.87072607514523,64.87072607514523,64.87072607514523,64.87072607514523,38.485584,38.485584,38.485584,38.485584,-0.0020645228052827,-0.0002610093831357,-0.0002610093831357,0.366232786562535,0.366232786562535,0.366232786562535,0.9055164585852864,0.9055164585852864,0.9055164585852864,64.87072607514523,64.87072607514523,64.87072607514523,38.485584,38.485584,38.485584,0.00178355370049,0,0,0,1
2021-01-15 00:00:00-05:00,125.48272113383378,126.88585381359638,123.7482973680449,123.88471221923828,111598500,0.0,0.0,-0.0137304865185435,0.3173506145075221,126.6406478881836,132.5221244430542,64.87072607514523,38.485584,154.486,1.49814,3763819511808,1.109,AAPL,-0.0137304865185435,-0.0371828428057275,0.0431188648944007,117325090.0,0.9055164585852864,1.025354340320497,0.976347705404836,0,0.2440276754961655,0.3247543700809179,0.366232786562535,125.64251556396484,126.1560203552246,129.68430519104004,125.71046966552734,-0.1411068370069728,140.02058190894678,119.3480284731333,0.5493951503997269,0.1246681218013236,0.5108411267303209,-0.9993357687742692,0.9993357687742692,0.9993357687742692,0.0,0.0068761355576437,-0.0057912137241985,0.0,2021,1,1,15,2,4,0,0,0,-0.0151271619706484,-0.0013954508799104,-0.0336613401100986,0.0123635845718932,0.366232786562535,0.366232786562535,0.366232786562535,0.366232786562535,0.9055164585852864,0.9055164585852864,0.9055164585852864,0.9055164585852864,64.87072607514523,64.87072607514523,64.87072607514523,64.87072607514523,38.485584,38.485584,38.485584,38.485584,0.0007827419935108,-0.0017576179537366,-0.0017576179537366,0.366232786562535,0.366232786562535,0.366232786562535,0.9055164585852864,0.9055164585852864,0.9055164585852864,64.87072607514523,64.87072607514523,64.87072607514523,38.485584,38.485584,38.485584,0.00178355370049,0,0,0,0
