Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Returns,Volatility_30d,MA_50,MA_200,RSI,PE_Ratio,Debt_to_Equity,ROE,Market_Cap,Beta,Symbol,Price_Change_1d,Price_Change_5d,Price_Change_20d,Volume_MA_20,Volume_Ratio,High_Low_Ratio,Close_to_High,MA_Cross
2021-01-04 00:00:00-05:00,13.068229351372885,13.614972534629288,12.926868655114351,13.07745361328125,560640000,0.0,0.0,,,,,,52.072647,10.584,1.09417,4450022850560,2.102,NVDA,,,,,,1.0532305152835832,0.9605200142724581,0
2021-01-05 00:00:00-05:00,13.063740838543046,13.406545935001123,13.051026213036597,13.367902755737305,322760000,0.0,0.0,0.022209915710278638,,,,,52.072647,10.584,1.09417,4450022850560,2.102,NVDA,0.022209915710278638,,,,,1.0272407484408697,0.9971175887173943,0
2021-01-06 00:00:00-05:00,13.186154937221913,13.208593129131398,12.551405089053157,12.579826354980469,580424000,0.0,0.0,-0.05895288252441877,,,,,52.072647,10.584,1.09417,4450022850560,2.102,NVDA,-0.05895288252441877,,,,,1.0523597187259468,0.9523971426779593,0
2021-01-07 00:00:00-05:00,12.93185444159313,13.340977401109173,12.851077719708668,13.307319641113281,461480000,0.0,0.0,0.05783015326318797,,,,,52.072647,10.584,1.09417,4450022850560,2.102,NVDA,0.05783015326318797,,,,,1.038121291621261,0.9974771143834564,0
2021-01-08 00:00:00-05:00,13.325769270287896,13.384107803205216,13.006149889792127,13.240254402160645,292528000,0.0,0.0,-0.005039725561670316,,,,,52.072647,10.584,1.09417,4450022850560,2.102,NVDA,-0.005039725561670316,,,,,1.029059938307318,0.9892519245092959,0
2021-01-11 00:00:00-05:00,13.38186679214094,13.922626985535272,13.32577178232407,13.584059715270996,518344000,0.0,0.0,0.0259666697230716,,,,,52.072647,10.584,1.09417,4450022850560,2.102,NVDA,0.0259666697230716,0.038738894969219784,,,,1.0447895411208301,0.9756822278858706,0
2021-01-12 00:00:00-05:00,13.714696165855404,13.716691474669126,13.308317002723243,13.44768238067627,291476000,0.0,0.0,-0.010039512299950593,,,,,52.072647,10.584,1.09417,4450022850560,2.102,NVDA,-0.010039512299950593,0.005967998600582725,,,,1.030685658589461,0.980388193866601,0
2021-01-13 00:00:00-05:00,13.45292122648975,13.587550394430416,13.348210285460153,13.494556427001953,210028000,0.0,0.0,0.0034856598333286026,,,,,52.072647,10.584,1.09417,4450022850560,2.102,NVDA,0.0034856598333286026,0.07271404598198883,,,,1.017930501831468,0.9931559431443521,0
2021-01-14 00:00:00-05:00,13.53768624146409,13.562367967731841,13.144270823265234,13.163966178894043,283120000,0.0,0.0,-0.02449804481504969,,,,,52.072647,10.584,1.09417,4450022850560,2.102,NVDA,-0.02449804481504969,-0.010772527156884704,,,,1.0318083178662585,0.9706244669230556,0
2021-01-15 00:00:00-05:00,13.191639804834592,13.288622477957393,12.813183501792167,12.824152946472168,277780000,0.0,0.0,-0.025813894369213886,,,,,52.072647,10.584,1.09417,4450022850560,2.102,NVDA,-0.025813894369213886,-0.0314269985341501,,,,1.0371054528407189,0.9650475786895393,0
2021-01-19 00:00:00-05:00,12.980471556161469,13.058008048162339,12.808695229598227,12.989447593688965,226188000,0.0,0.0,0.012889322819739757,,,,,52.072647,10.584,1.09417,4450022850560,2.102,NVDA,0.012889322819739757,-0.04377278472308077,,,,1.019464341534804,0.9947495472341187,0
2021-01-20 00:00:00-05:00,13.075707553077883,13.3935817408933,13.020859385968903,13.329010009765625,258572000,0.0,0.0,0.026141405446805877,,,,,52.072647,10.584,1.09417,4450022850560,2.102,NVDA,0.026141405446805877,-0.008824745227562159,,,,1.0286250195840405,0.9951789049130507,0
2021-01-21 00:00:00-05:00,13.38161577620076,13.960769900780255,13.21657100711801,13.829381942749023,337780000,0.0,0.0,0.0375400673130859,,,,,52.072647,10.584,1.09417,4450022850560,2.102,NVDA,0.0375400673130859,0.024811894896900943,,,,1.0563080161459009,0.9905887741890304,0
