Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Returns,Volatility_30d,MA_50,MA_200,RSI,PE_Ratio,Debt_to_Equity,ROE,Market_Cap,Beta,Symbol,Price_Change_1d,Price_Change_5d,Price_Change_20d,Volume_MA_20,Volume_Ratio,High_Low_Ratio,Close_to_High,MA_Cross,Volatility_5d,Volatility_10d,Volatility_20d,MA_5,MA_10,MA_20,MA_100,MACD,BB_Upper,BB_Lower,BB_Position,Close_Normalized,Volume_Normalized,PE_Ratio_zscore,Debt_to_Equity_zscore,ROE_zscore,Beta_zscore,Market_Volatility,Market_Return,Market_Trend,year,month,quarter,day_of_year,week_of_year,day_of_week,is_month_end,is_quarter_end,market_cap_decile,Returns_lag_1,Returns_lag_3,Returns_lag_7,Returns_lag_14,Volatility_20d_lag_1,Volatility_20d_lag_3,Volatility_20d_lag_7,Volatility_20d_lag_14,Volume_Ratio_lag_1,Volume_Ratio_lag_3,Volume_Ratio_lag_7,Volume_Ratio_lag_14,RSI_lag_1,RSI_lag_3,RSI_lag_7,RSI_lag_14,PE_Ratio_lag_1,PE_Ratio_lag_3,PE_Ratio_lag_7,PE_Ratio_lag_14,Returns_rolling_mean_7,Returns_rolling_mean_14,Returns_rolling_mean_30,Volatility_20d_rolling_mean_7,Volatility_20d_rolling_mean_14,Volatility_20d_rolling_mean_30,Volume_Ratio_rolling_mean_7,Volume_Ratio_rolling_mean_14,Volume_Ratio_rolling_mean_30,RSI_rolling_mean_7,RSI_rolling_mean_14,RSI_rolling_mean_30,PE_Ratio_rolling_mean_7,PE_Ratio_rolling_mean_14,PE_Ratio_rolling_mean_30,market_return_ma200,bull_market,high_volatility_regime,crisis_period
2021-01-04 00:00:00-05:00,130.10134836082602,130.18904042592823,123.51442981152032,126.0965805053711,143301900,0.0,0.0,0.012363584571893238,0.31735061450752217,126.6406478881836,132.5221244430542,64.87072607514523,38.485584,154.486,1.49814,3763819511808,1.109,AAPL,0.012363584571893238,-0.003322839656574761,0.043118864894400755,117325090.0,0.9055164585852864,1.054039116114556,0.968565250138044,0,0.43940523959475625,0.3247543700809179,0.366232786562535,126.66952514648438,126.15602035522461,129.68430519104004,125.71046966552734,0.0,140.02058190894678,119.3480284731333,0.5493951503997269,0.15135035588092585,0.69582529098331,-0.9993357687742693,0.9993357687742693,0.9993357687742693,0.0,0.005756537664351001,0.007130745756806167,0.0,2021,1,1,4,1,0,0,0,0,0.012363584571893238,0.012363584571893238,0.012363584571893238,0.012363584571893238,0.366232786562535,0.366232786562535,0.366232786562535,0.366232786562535,0.9055164585852864,0.9055164585852864,0.9055164585852864,0.9055164585852864,64.87072607514523,64.87072607514523,64.87072607514523,64.87072607514523,38.485584,38.485584,38.485584,38.485584,0.012363584571893238,0.012363584571893238,0.012363584571893238,0.366232786562535,0.366232786562535,0.366232786562535,0.9055164585852864,0.9055164585852864,0.9055164585852864,64.87072607514523,64.87072607514523,64.87072607514523,38.485584,38.485584,38.485584,0.0017835537004900442,0,0,0
2021-01-05 00:00:00-05:00,125.5898719394662,128.36690586965622,125.14164333709634,127.65558624267578,97664900,0.0,0.0,0.012363584571893238,0.31735061450752217,126.6406478881836,132.5221244430542,64.87072607514523,38.485584,154.486,1.49814,3763819511808,1.109,AAPL,0.012363584571893238,-0.003322839656574761,0.043118864894400755,117325090.0,0.9055164585852864,1.0257728957887498,0.994458699287317,0,0.43940523959475625,0.3247543700809179,0.366232786562535,126.66952514648438,126.15602035522461,129.68430519104004,125.71046966552734,0.034977692824128326,140.02058190894678,119.3480284731333,0.5493951503997269,0.17015697120924414,0.42954084502440126,-0.9993357687742693,0.9993357687742693,0.9993357687742693,0.0,0.005756537664351001,0.007130745756806167,0.0,2021,1,1,5,1,1,0,0,0,0.012363584571893238,0.012363584571893238,0.012363584571893238,0.012363584571893238,0.366232786562535,0.366232786562535,0.366232786562535,0.366232786562535,0.9055164585852864,0.9055164585852864,0.9055164585852864,0.9055164585852864,64.87072607514523,64.87072607514523,64.87072607514523,64.87072607514523,38.485584,38.485584,38.485584,38.485584,0.012363584571893238,0.012363584571893238,0.012363584571893238,0.366232786562535,0.366232786562535,0.366232786562535,0.9055164585852864,0.9055164585852864,0.9055164585852864,64.87072607514523,64.87072607514523,64.87072607514523,38.485584,38.485584,38.485584,0.0017835537004900442,0,0,0
2021-01-06 00:00:00-05:00,124.44985429829092,127.69459465788168,123.14415983466812,123.35852813720703,155088000,0.0,0.0,-0.03366134011009869,0.31735061450752217,126.6406478881836,132.5221244430542,64.87072607514523,38.485584,154.486,1.49814,3763819511808,1.109,AAPL,-0.03366134011009869,-0.003322839656574761,0.043118864894400755,117325090.0,0.9055164585852864,1.0369520960581722,0.9660434607095797,0,0.43940523959475625,0.3247543700809179,0.366232786562535,126.66952514648438,126.15602035522461,129.68430519104004,125.71046966552734,-0.08868299145899528,140.02058190894678,119.3480284731333,0.5493951503997269,0.11832065213789934,0.7645952607121769,-0.9993357687742693,0.9993357687742693,0.9993357687742693,0.0,0.012137523141442138,-0.023152769503546982,0.0,2021,1,1,6,1,2,0,0,0,0.012363584571893238,0.012363584571893238,0.012363584571893238,0.012363584571893238,0.366232786562535,0.366232786562535,0.366232786562535,0.366232786562535,0.9055164585852864,0.9055164585852864,0.9055164585852864,0.9055164585852864,64.87072607514523,64.87072607514523,64.87072607514523,64.87072607514523,38.485584,38.485584,38.485584,38.485584,-0.010648877769102727,-0.010648877769102727,-0.010648877769102727,0.366232786562535,0.366232786562535,0.366232786562535,0.9055164585852864,0.9055164585852864,0.9055164585852864,64.87072607514523,64.87072607514523,64.87072607514523,38.485584,38.485584,38.485584,0.0017835537004900442,0,1,0
2021-01-07 00:00:00-05:00,125.07348804043062,128.25976755366722,124.58628997465583,127.56793975830078,109578200,0.0,0.0,0.034123393693638926,0.31735061450752217,126.6406478881836,132.5221244430542,64.87072607514523,38.485584,154.486,1.49814,3763819511808,1.109,AAPL,0.034123393693638926,-0.003322839656574761,0.043118864894400755,117325090.0,0.9055164585852864,1.0294854079028974,0.9946060420304679,0,0.43940523959475625,0.3247543700809179,0.366232786562535,126.66952514648438,126.15602035522461,129.68430519104004,125.71046966552734,0.00922630339310615,140.02058190894678,119.3480284731333,0.5493951503997269,0.16909967316531915,0.4990530059912104,-0.9993357687742693,0.9993357687742693,0.9993357687742693,0.0,0.002949676044467317,0.03081637127817549,0.0,2021,1,1,7,1,3,0,0,0,-0.03366134011009869,0.012363584571893238,0.012363584571893238,0.012363584571893238,0.366232786562535,0.366232786562535,0.366232786562535,0.366232786562535,0.9055164585852864,0.9055164585852864,0.9055164585852864,0.9055164585852864,64.87072607514523,64.87072607514523,64.87072607514523,64.87072607514523,38.485584,38.485584,38.485584,38.485584,0.004275212718477824,0.004275212718477824,0.004275212718477824,0.366232786562535,0.366232786562535,0.366232786562535,0.9055164585852864,0.9055164585852864,0.9055164585852864,64.87072607514523,64.87072607514523,64.87072607514523,38.485584,38.485584,38.485584,0.0017835537004900442,0,0,0
2021-01-08 00:00:00-05:00,129.0392514479538,129.23414253685505,126.89558328296363,128.6689910888672,105158200,0.0,0.0,0.008631097536360155,0.31735061450752217,126.6406478881836,132.5221244430542,64.87072607514523,38.485584,154.486,1.49814,3763819511808,1.109,AAPL,0.008631097536360155,-0.003322839656574761,0.043118864894400755,117325090.0,0.9055164585852864,1.018429004330881,0.9956269184219124,0,0.43940523959475625,0.3247543700809179,0.366232786562535,126.66952514648438,126.15602035522461,129.68430519104004,125.71046966552734,0.10604787923897163,140.02058190894678,119.3480284731333,0.5493951503997269,0.18238188780713,0.47326302744007037,-0.9993357687742693,0.9993357687742693,0.9993357687742693,0.0,0.003622482282150016,0.009320891104240614,0.0,2021,1,1,8,1,4,0,0,0,0.034123393693638926,0.012363584571893238,0.012363584571893238,0.012363584571893238,0.366232786562535,0.366232786562535,0.366232786562535,0.366232786562535,0.9055164585852864,0.9055164585852864,0.9055164585852864,0.9055164585852864,64.87072607514523,64.87072607514523,64.87072607514523,64.87072607514523,38.485584,38.485584,38.485584,38.485584,0.005364183922948407,0.005364183922948407,0.005364183922948407,0.366232786562535,0.366232786562535,0.366232786562535,0.9055164585852864,0.9055164585852864,0.9055164585852864,64.87072607514523,64.87072607514523,64.87072607514523,38.485584,38.485584,38.485584,0.0017835537004900442,0,0,0
2021-01-11 00:00:00-05:00,125.88221147258122,126.83711531254554,125.2098759078761,125.67758178710938,100384500,0.0,0.0,-0.023248875089816656,0.31735061450752217,126.6406478881836,132.5221244430542,64.87072607514523,38.485584,154.486,1.49814,3763819511808,1.109,AAPL,-0.023248875089816656,-0.003322839656574761,0.043118864894400755,117325090.0,0.9055164585852864,1.0129960946999634,0.9908580897430622,0,0.43940523959475625,0.3247543700809179,0.366232786562535,126.58572540283203,126.15602035522461,129.68430519104004,125.71046966552734,0.03434301604394818,140.02058190894678,119.3480284731333,0.5493951503997269,0.14629588588838438,0.4454092671211616,-0.9993357687742693,0.9993357687742693,0.9993357687742693,0.0,0.007782316976686726,-0.018684330484245115,0.0,2021,1,1,11,2,0,0,0,0,0.008631097536360155,-0.03366134011009869,0.012363584571893238,0.012363584571893238,0.366232786562535,0.366232786562535,0.366232786562535,0.366232786562535,0.9055164585852864,0.9055164585852864,0.9055164585852864,0.9055164585852864,64.87072607514523,64.87072607514523,64.87072607514523,64.87072607514523,38.485584,38.485584,38.485584,38.485584,-0.00035842787960460587,-0.00035842787960460587,-0.00035842787960460587,0.366232786562535,0.366232786562535,0.366232786562535,0.9055164585852864,0.9055164585852864,0.9055164585852864,64.87072607514523,64.87072607514523,64.87072607514523,38.485584,38.485584,38.485584,0.0017835537004900442,0,0,0
2021-01-12 00:00:00-05:00,125.2098831281038,126.36941672040446,123.6118743194809,125.50220489501953,91951100,0.0,0.0,-0.0013954508799104426,0.31735061450752217,126.6406478881836,132.5221244430542,64.87072607514523,38.485584,154.486,1.49814,3763819511808,1.109,AAPL,-0.0013954508799104426,-0.01686868088610416,0.043118864894400755,117325090.0,0.9055164585852864,1.0223080704511975,0.9931374865225211,0,0.4249269015624993,0.3247543700809179,0.366232786562535,126.15504913330078,126.15602035522461,129.68430519104004,125.71046966552734,-0.02017842650475643,140.02058190894678,119.3480284731333,0.5493951503997269,0.14418027741556894,0.3962017546521154,-0.9993357687742693,0.9993357687742693,0.9993357687742693,0.0,0.005715628729694563,-0.007968332360383634,0.0,2021,1,1,12,2,1,0,0,0,-0.023248875089816656,0.034123393693638926,0.012363584571893238,0.012363584571893238,0.366232786562535,0.366232786562535,0.366232786562535,0.366232786562535,0.9055164585852864,0.9055164585852864,0.9055164585852864,0.9055164585852864,64.87072607514523,64.87072607514523,64.87072607514523,64.87072607514523,38.485584,38.485584,38.485584,38.485584,-0.0005312650463222454,-0.0005312650463222454,-0.0005312650463222454,0.366232786562535,0.366232786562535,0.366232786562535,0.9055164585852864,0.9055164585852864,0.9055164585852864,64.87072607514523,64.87072607514523,64.87072607514523,38.485584,38.485584,38.485584,0.0017835537004900442,0,0,0
2021-01-13 00:00:00-05:00,125.46322047371517,128.08434802714223,125.20014426532036,127.53868865966797,88636800,0.0,0.0,0.016226677183495797,0.31735061450752217,126.6406478881836,132.5221244430542,64.87072607514523,38.485584,154.486,1.49814,3763819511808,1.109,AAPL,0.016226677183495797,0.033886271063574114,0.043118864894400755,117325090.0,0.9055164585852864,1.0230367447158029,0.9957398435025127,0,0.3375769824734139,0.3247543700809179,0.366232786562535,126.99108123779297,126.15602035522461,129.68430519104004,125.71046966552734,0.04044249278042855,140.02058190894678,119.3480284731333,0.5493951503997269,0.1687468109873588,0.37686335512450375,-0.9993357687742693,0.9993357687742693,0.9993357687742693,0.0,0.005860657394349662,0.009479724656295874,0.0,2021,1,1,13,2,2,0,0,0,-0.0013954508799104426,0.008631097536360155,0.012363584571893238,0.012363584571893238,0.366232786562535,0.366232786562535,0.366232786562535,0.366232786562535,0.9055164585852864,0.9055164585852864,0.9055164585852864,0.9055164585852864,64.87072607514523,64.87072607514523,64.87072607514523,64.87072607514523,38.485584,38.485584,38.485584,38.485584,0.0018627267007946177,0.0018627267007946177,0.0018627267007946177,0.366232786562535,0.366232786562535,0.366232786562535,0.9055164585852864,0.9055164585852864,0.9055164585852864,64.87072607514523,64.87072607514523,64.87072607514523,38.485584,38.485584,38.485584,0.0017835537004900442,0,0,0
2021-01-14 00:00:00-05:00,127.45099807958694,127.6458743033761,125.46322193987007,125.60939025878906,90221800,0.0,0.0,-0.01512716197064845,0.31735061450752217,126.6406478881836,132.5221244430542,64.87072607514523,38.485584,154.486,1.49814,3763819511808,1.109,AAPL,-0.01512716197064845,-0.015352991537078364,0.043118864894400755,117325090.0,0.9055164585852864,1.0173967504560986,0.984045829481751,0,0.2589790627581923,0.3247543700809179,0.366232786562535,126.59937133789063,126.15602035522461,129.68430519104004,125.71046966552734,-0.013913526680312316,140.02058190894678,119.3480284731333,0.5493951503997269,0.14547327708645177,0.38611157141490127,-0.9993357687742693,0.9993357687742693,0.9993357687742693,0.0,0.0034027434311999076,-0.013273207782774632,0.0,2021,1,1,14,2,3,0,0,0,0.016226677183495797,-0.023248875089816656,0.012363584571893238,0.012363584571893238,0.366232786562535,0.366232786562535,0.366232786562535,0.366232786562535,0.9055164585852864,0.9055164585852864,0.9055164585852864,0.9055164585852864,64.87072607514523,64.87072607514523,64.87072607514523,64.87072607514523,38.485584,38.485584,38.485584,38.485584,-0.0020645228052827663,-0.0002610093831357657,-0.0002610093831357657,0.366232786562535,0.366232786562535,0.366232786562535,0.9055164585852864,0.9055164585852864,0.9055164585852864,64.87072607514523,64.87072607514523,64.87072607514523,38.485584,38.485584,38.485584,0.0017835537004900442,0,0,0
2021-01-15 00:00:00-05:00,125.48272113383378,126.88585381359638,123.7482973680449,123.88471221923828,111598500,0.0,0.0,-0.013730486518543583,0.31735061450752217,126.6406478881836,132.5221244430542,64.87072607514523,38.485584,154.486,1.49814,3763819511808,1.109,AAPL,-0.013730486518543583,-0.03718284280572759,0.043118864894400755,117325090.0,0.9055164585852864,1.025354340320497,0.976347705404836,0,0.24402767549616558,0.3247543700809179,0.366232786562535,125.64251556396485,126.15602035522461,129.68430519104004,125.71046966552734,-0.1411068370069728,140.02058190894678,119.3480284731333,0.5493951503997269,0.12466812180132368,0.5108411267303209,-0.9993357687742693,0.9993357687742693,0.9993357687742693,0.0,0.006876135557643709,-0.005791213724198589,0.0,2021,1,1,15,2,4,0,0,0,-0.01512716197064845,-0.0013954508799104426,-0.03366134011009869,0.012363584571893238,0.366232786562535,0.366232786562535,0.366232786562535,0.366232786562535,0.9055164585852864,0.9055164585852864,0.9055164585852864,0.9055164585852864,64.87072607514523,64.87072607514523,64.87072607514523,64.87072607514523,38.485584,38.485584,38.485584,38.485584,0.0007827419935108207,-0.0017576179537366343,-0.0017576179537366343,0.366232786562535,0.366232786562535,0.366232786562535,0.9055164585852864,0.9055164585852864,0.9055164585852864,64.87072607514523,64.87072607514523,64.87072607514523,38.485584,38.485584,38.485584,0.0017835537004900442,0,0,0
